Code	Description
X09	"Exposure to unspecified smoke	 fire and flames"
X10	"Contact with hot drinks	 food	 fats and cooking oils"
X11	"Contact with hot tap-water"
X12	"Contact with other hot fluids"
X13	"Contact with steam and hot vapours"
X14	"Contact with hot air and gases"
X15	"Contact with hot household appliances"
X16	"Contact with hot heating appliances	 radiators and pipes"
X17	"Contact with hot engines	 machinery and tools"
X18	"Contact with other hot metals"
X19	"Contact with other and unspecified heat and hot substances"
X20	"Contact with venomous snakes and lizards"
X21	"Contact with venomous spiders"
X22	"Contact with scorpions"
X23	"Contact with hornets	 wasps and bees"
X24	"Contact with centipedes and venomous millipedes (tropical)"
X25	"Contact with other venomous arthropods"
X26	"Contact with venomous marine animals and plants"
X27	"Contact with other specified venomous animals"
X28	"Contact with other specified venomous plants"
X29	"Contact with unspecified venomous animal or plant"
X30	"Exposure to excessive natural heat"
X31	"Exposure to excessive natural cold"
X32	"Exposure to sunlight"
X33	"Victim of lightning"
X34	"Victim of earthquake"
X340	"Victim of cataclysmic earth movements caused by earthquake"
X341	"Victim of tsunami"
X348	"Victim of other specified effects of earthquake"
X349	"Victim of unspecified effect of earthquake"
X35	"Victim of volcanic eruption"
X36	"Victim of avalanche	 landslide and other earth movements"
X37	"Victim of cataclysmic storm"
X38	"Victim of flood"
X39	"Exposure to other and unspecified forces of nature"
X40	"Accidental poisoning by and exposure to nonopioid analgesics	 antipyretics and antirheumatics"
X41	"Accidental poisoning by and exposure to antiepileptic	 sedative-hypnotic	 antiparkinsonism and psychotropic drugs	 not elsewhere classified"
X42	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens]	 not elsewhere classified"
X43	"Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system"
X44	"Accidental poisoning by and exposure to other and unspecified drugs	 medicaments and biological substances"
X45	"Accidental poisoning by and exposure to alcohol"
X46	"Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours"
X47	"Accidental poisoning by and exposure to other gases and vapours"
X48	"Accidental poisoning by and exposure to pesticides"
X49	"Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances"
X50	"Overexertion and strenuous or repetitive movements"
X51	"Travel and motion"
X52	"Prolonged stay in weightless environment"
X53	"Lack of food"
X54	"Lack of water"
X57	"Unspecified privation"
X58	"Exposure to other specified factors"
X59	"Exposure to unspecified factor"
X590	"Exposure to unspecified factor causing fracture"
X599	"Exposure to unspecified factor causing other and unspecified injury"
X60	"Intentional self-poisoning by and exposure to nonopioid analgesics	 antipyretics and antirheumatics"
X61	"Intentional self-poisoning by and exposure to antiepileptic	 sedative-hypnotic	 antiparkinsonism and psychotropic drugs	 not elsewhere classified"
X62	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens]	 not elsewhere classified"
X63	"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system"
X64	"Intentional self-poisoning by and exposure to other and unspecified drugs	 medicaments and biological substances"
X65	"Intentional self-poisoning by and exposure to alcohol"
X66	"Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours"
X67	"Intentional self-poisoning by and exposure to other gases and vapours"
X68	"Intentional self-poisoning by and exposure to pesticides"
X69	"Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances"
X70	"Intentional self-harm by hanging	 strangulation and suffocation"
X71	"Intentional self-harm by drowning and submersion"
X72	"Intentional self-harm by handgun discharge"
X73	"Intentional self-harm by rifle	 shotgun and larger firearm discharge"
X74	"Intentional self-harm by other and unspecified firearm discharge"
X75	"Intentional self-harm by explosive material"
X76	"Intentional self-harm by smoke	 fire and flames"
X77	"Intentional self-harm by steam	 hot vapours and hot objects"
X78	"Intentional self-harm by sharp object"
X79	"Intentional self-harm by blunt object"
X80	"Intentional self-harm by jumping from a high place"
X81	"Intentional self-harm by jumping or lying before moving object"
X82	"Intentional self-harm by crashing of motor vehicle"
X83	"Intentional self-harm by other specified means"
X84	"Intentional self-harm by unspecified means"
X85	"Assault by drugs	 medicaments and biological substances"
X86	"Assault by corrosive substance"
X87	"Assault by pesticides"
X88	"Assault by gases and vapours"
X89	"Assault by other specified chemicals and noxious substances"
X90	"Assault by unspecified chemical or noxious substance"
X91	"Assault by hanging	 strangulation and suffocation"
X92	"Assault by drowning and submersion"
X93	"Assault by handgun discharge"
X94	"Assault by rifle	 shotgun and larger firearm discharge"
X95	"Assault by other and unspecified firearm discharge"
X96	"Assault by explosive material"
X97	"Assault by smoke	 fire and flames"
X98	"Assault by steam	 hot vapours and hot objects"
X99	"Assault by sharp object"
Y00	"Assault by blunt object"
Y01	"Assault by pushing from high place"
Y02	"Assault by pushing or placing victim before moving object"
Y03	"Assault by crashing of motor vehicle"
Y04	"Assault by bodily force"
Y05	"Sexual assault by bodily force"
Y06	"Neglect and abandonment"
Y060	"By spouse or partner"
Y061	"By parent"
Y062	"By acquaintance or friend"
Y068	"By other specified persons"
Y069	"By unspecified person"
Y07	"Other maltreatment"
Y070	"By spouse or partner"
Y071	"By parent"
Y072	"By acquaintance or friend"
Y073	"By official authorities"
Y078	"By other specified persons"
Y079	"By unspecified person"
Y08	"Assault by other specified means"
Y09	"Assault by unspecified means"
Y10	"Poisoning by and exposure to nonopioid analgesics	 antipyretics and antirheumatics	 undetermined intent"
Y11	"Poisoning by and exposure to antiepileptic	 sedative-hypnotic	 antiparkinsonism and psychotropic drugs	 not elsewhere classified	 undetermined intent"
Y12	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens]	 not elsewhere classified	 undetermined intent"
Y13	"Poisoning by and exposure to other drugs acting on the autonomic nervous system	 undetermined intent"
Y14	"Poisoning by and exposure to other and unspecified drugs	 medicaments and biological substances	 undetermined intent"
Y15	"Poisoning by and exposure to alcohol	 undetermined intent"
Y16	"Poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours	 undetermined intent"
Y17	"Poisoning by and exposure to other gases and vapours	 undetermined intent"
Y18	"Poisoning by and exposure to pesticides	 undetermined intent"
Y19	"Poisoning by and exposure to other and unspecified chemicals and noxious substances	 undetermined intent"
Y20	"Hanging	 strangulation and suffocation	 undetermined intent"
Y21	"Drowning and submersion	 undetermined intent"
